groupId,deviceIndex,deviceSN,deviceTimestampUs,fileName
152,1,CV3T561000H0,1787132603670935,Device1_frame_000050_1787132603670935.png
153,2,CPBG1630011D,1787132603740225,Device2_frame_000051_1787132603740225.png
154,1,CV3T561000H0,1787132603737606,Device1_frame_000051_1787132603737606.png
155,0,CV3T561000B5,1787132603737533,Device0_frame_000051_1787132603737533.png
156,2,CPBG1630011D,1787132603773556,Device2_frame_000052_1787132603773556.png
157,0,CV3T561000B5,1787132603770862,Device0_frame_000052_1787132603770862.png
158,1,CV3T561000H0,1787132603770936,Device1_frame_000052_1787132603770936.png
159,2,CPBG1630011D,1787132603806886,Device2_frame_000053_1787132603806886.png
160,0,CV3T561000B5,1787132603804192,Device0_frame_000053_1787132603804192.png
161,1,CV3T561000H0,1787132603804265,Device1_frame_000053_1787132603804265.png
162,2,CPBG1630011D,1787132603840222,Device2_frame_000054_1787132603840222.png
163,1,CV3T561000H0,1787132603837602,Device1_frame_000054_1787132603837602.png
164,0,CV3T561000B5,1787132603837529,Device0_frame_000054_1787132603837529.png
165,2,CPBG1630011D,1787132603873552,Device2_frame_000055_1787132603873552.png
166,0,CV3T561000B5,1787132603870858,Device0_frame_000055_1787132603870858.png
167,1,CV3T561000H0,1787132603870932,Device1_frame_000055_1787132603870932.png
168,2,CPBG1630011D,1787132603906886,Device2_frame_000056_1787132603906886.png
169,0,CV3T561000B5,1787132603904192,Device0_frame_000056_1787132603904192.png
170,1,CV3T561000H0,1787132603904266,Device1_frame_000056_1787132603904266.png
171,1,CV3T561000H0,1787132603937599,Device1_frame_000057_1787132603937599.png
172,2,CPBG1630011D,1787132603940220,Device2_frame_000057_1787132603940220.png
173,0,CV3T561000B5,1787132603937525,Device0_frame_000057_1787132603937525.png
174,2,CPBG1630011D,1787132603973555,Device2_frame_000058_1787132603973555.png
175,1,CV3T561000H0,1787132603970934,Device1_frame_000058_1787132603970934.png
176,0,CV3T561000B5,1787132603970860,Device0_frame_000058_1787132603970860.png
